,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
46875,442484,Cash loans,M,N,Y,0,135000.0,440784.0,34956.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010276,-20805,365243,-12107.0,-3860,,1,0,0,1,0,0,,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,XNA,,0.4523932000153946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,9.0,0.0,-1766.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
8117,159528,Cash loans,F,N,Y,0,144000.0,652500.0,21177.0,652500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.014519999999999996,-18750,-1452,-594.0,-2287,,1,1,0,1,0,0,,2.0,2,2,MONDAY,7,0,0,0,0,0,0,Other,0.6133542543027444,0.43455803586562297,0.646329897706246,0.1165,,0.9806,,,,0.2759,0.1667,,,,0.1096,,,0.1187,,0.9806,,,,0.2759,0.1667,,,,0.1142,,,0.1176,,0.9806,,,,0.2759,0.1667,,,,0.1116,,,,block of flats,0.0947,Panel,No,23.0,0.0,23.0,0.0,-1086.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
35555,360256,Cash loans,F,Y,Y,1,180000.0,494550.0,38272.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.02461,-16086,-1002,-2601.0,-4990,7.0,1,1,0,1,1,0,Laborers,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Self-employed,,0.7788521678043813,0.1766525794312139,0.0928,0.10099999999999999,0.9821,,,0.0,0.2069,0.1667,,0.0182,,0.0876,,0.0,0.0945,0.1048,0.9821,,,0.0,0.2069,0.1667,,0.0187,,0.0913,,0.0,0.0937,0.10099999999999999,0.9821,,,0.0,0.2069,0.1667,,0.0186,,0.0892,,0.0,,block of flats,0.0689,Panel,No,3.0,0.0,3.0,0.0,-355.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
18025,230677,Cash loans,F,N,Y,0,166500.0,1732500.0,60349.5,1732500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-14281,-4351,-476.0,-4295,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,16,0,0,0,0,1,1,Housing,0.4389320712739239,0.4510825382652409,0.6848276586890367,0.0186,,0.9821,,,,,,,,,,,,0.0189,,0.9821,,,,,,,,,,,,0.0187,,0.9821,,,,,,,,,,,,,,0.0135,,No,12.0,0.0,12.0,0.0,-590.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
5945,143510,Cash loans,M,Y,N,0,202500.0,729792.0,37390.5,630000.0,Children,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792000000000004,-11655,-1965,-3265.0,-4270,20.0,1,1,0,1,0,0,,1.0,2,2,SATURDAY,10,0,0,0,0,0,0,Hotel,,0.6657469538044334,0.7850520263728172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-2881.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
39616,391843,Cash loans,F,N,N,0,225000.0,1802965.5,74538.0,1683000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00702,-22364,-5812,-5625.0,-4444,,1,1,1,1,0,0,Core staff,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,School,0.7226330530666909,0.4468736084825288,0.5884877883422673,0.0789,,,0.83,,0.14,0.1207,0.3333,0.375,,0.0643,0.0899,0.0,0.0,0.0567,,,0.8367,,0.0806,0.069,0.3333,0.375,,0.0496,0.0635,0.0,0.0,0.0796,,,0.8323,,0.14,0.1207,0.3333,0.375,,0.0654,0.0915,0.0,0.0,reg oper account,block of flats,0.0481,Panel,No,1.0,0.0,1.0,0.0,-2775.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
16781,221339,Cash loans,F,Y,Y,1,450000.0,346968.0,22324.5,274500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018801,-13854,-3411,-310.0,-5439,6.0,1,1,0,1,0,1,Sales staff,3.0,2,2,FRIDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.4224871816586744,0.3040617054036435,0.6195277080511546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2852.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
14082,201718,Cash loans,F,N,Y,0,292500.0,450000.0,21649.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.009549,-17017,-350,-6640.0,-542,,1,1,0,1,1,1,Sales staff,1.0,2,2,TUESDAY,11,1,1,0,0,0,0,Industry: type 4,0.6976349954361287,0.6959877544952037,0.30162489168411943,0.0938,0.1017,0.9806,0.7348,0.0133,0.0,0.2069,0.1667,0.2083,0.1305,0.0765,0.0854,0.0,0.0,0.0956,0.1055,0.9806,0.7452,0.0134,0.0,0.2069,0.1667,0.2083,0.1335,0.0836,0.0889,0.0,0.0,0.0947,0.1017,0.9806,0.7383,0.0134,0.0,0.2069,0.1667,0.2083,0.1328,0.0778,0.0869,0.0,0.0,reg oper account,block of flats,0.0744,"Stone, brick",No,1.0,0.0,1.0,0.0,-684.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
39187,388733,Cash loans,F,N,N,0,247500.0,783927.0,42655.5,688500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-17154,-6440,-9722.0,-685,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,School,,0.6294553386460107,0.7136313997323308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1973.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
23711,272462,Cash loans,F,N,Y,0,90000.0,315000.0,10885.5,315000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-22662,365243,-398.0,-1083,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,0.8388042727251407,0.6871068831929256,0.6940926425266661,0.6567,0.1697,0.9990000000000001,0.9864,0.3065,0.48,0.2069,0.7083,0.75,0.1682,0.5346,0.4862,0.0039,0.0167,0.6691,0.1761,0.9990000000000001,0.9869,0.3093,0.4834,0.2069,0.7083,0.75,0.1721,0.584,0.5066,0.0039,0.0177,0.6631,0.1697,0.9990000000000001,0.9866,0.3084,0.48,0.2069,0.7083,0.75,0.1712,0.5438,0.4949,0.0039,0.0171,reg oper account,block of flats,0.386,Panel,No,0.0,0.0,0.0,0.0,-175.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,9.0
28667,309044,Cash loans,M,Y,N,0,90000.0,495000.0,25402.5,495000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.04622,-22168,365243,-8398.0,-5072,7.0,1,0,0,1,1,0,,2.0,1,1,WEDNESDAY,15,0,0,0,0,0,0,XNA,,0.7329741603499091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-724.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
44433,424809,Cash loans,F,N,Y,0,112500.0,218016.0,12303.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.008575,-17963,-2605,-4905.0,-775,,1,1,1,1,1,0,Sales staff,1.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Trade: type 7,0.6527026322847195,0.4739429524316498,0.470456116119975,0.0371,,0.9901,,,0.04,0.0345,0.3333,,,,,,,0.0378,,0.9901,,,0.0403,0.0345,0.3333,,,,,,,0.0375,,0.9901,,,0.04,0.0345,0.3333,,,,,,,,block of flats,0.0405,Panel,No,2.0,0.0,2.0,0.0,-657.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
45480,432712,Cash loans,F,N,N,0,189000.0,675000.0,34596.0,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.015221,-13013,-5773,-9019.0,-357,,1,1,0,1,0,0,Core staff,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,School,,0.5703341475305932,,0.1505,0.1035,0.9871,0.8232,,0.16,0.1379,0.3333,0.0417,,0.1219,0.152,0.0039,0.0012,0.1534,0.1074,0.9871,0.8301,,0.1611,0.1379,0.3333,0.0417,,0.1331,0.1584,0.0039,0.0012,0.152,0.1035,0.9871,0.8256,,0.16,0.1379,0.3333,0.0417,,0.124,0.1548,0.0039,0.0012,reg oper spec account,block of flats,0.1515,Panel,No,2.0,0.0,2.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
43267,414911,Cash loans,F,N,N,0,135000.0,588465.0,30177.0,468000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,0.003818,-20523,-193,-12542.0,-3133,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.4484957208800173,0.3201633668633456,0.0691,,0.9806,,,,0.069,0.1667,,,,0.0313,,,0.0704,,0.9806,,,,0.069,0.1667,,,,0.0326,,,0.0697,,0.9806,,,,0.069,0.1667,,,,0.0318,,,,block of flats,0.0246,Panel,No,0.0,0.0,0.0,0.0,-1063.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
5450,139780,Cash loans,M,N,N,0,157500.0,331920.0,15966.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018801,-18041,-4978,-10158.0,-1172,,1,1,0,1,1,0,Laborers,1.0,2,2,THURSDAY,18,0,0,0,0,0,0,Agriculture,,0.5082725416027125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-142.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
17055,223534,Cash loans,F,N,N,1,112500.0,420588.0,32679.0,360000.0,Children,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.007114,-15494,-6786,-9517.0,-4786,,1,1,0,1,0,0,Core staff,3.0,2,2,MONDAY,13,0,0,0,0,0,0,Kindergarten,,0.706849986260818,0.7850520263728172,0.0773,0.0893,0.9851,0.7959999999999999,0.0416,0.0,0.1724,0.1667,0.2083,0.0,0.063,0.0724,0.0,0.0013,0.0788,0.0927,0.9851,0.804,0.042,0.0,0.1724,0.1667,0.2083,0.0,0.0689,0.0754,0.0,0.0014,0.0781,0.0893,0.9851,0.7987,0.0418,0.0,0.1724,0.1667,0.2083,0.0,0.0641,0.0737,0.0,0.0013,reg oper account,block of flats,0.0572,Panel,No,5.0,0.0,5.0,0.0,-1775.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
19055,238453,Cash loans,F,N,Y,0,112500.0,388152.0,19948.5,324000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008625,-16452,-9579,-9911.0,-8,,1,1,1,1,1,0,Managers,2.0,2,2,TUESDAY,16,0,0,0,0,1,1,Self-employed,,0.6222406351359732,0.1940678276718812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2135.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
33972,347910,Cash loans,F,N,Y,1,72000.0,199152.0,10296.0,135000.0,Children,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,-17153,-1088,-9574.0,-706,,1,1,1,1,1,0,Sales staff,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,0.6530171554823291,0.4724002764874421,0.6940926425266661,0.0619,0.0664,0.9776,0.6940000000000001,0.009000000000000001,0.0,0.1379,0.1667,0.2083,0.0115,0.0504,0.055,0.0,0.0,0.063,0.0689,0.9777,0.706,0.009000000000000001,0.0,0.1379,0.1667,0.2083,0.0118,0.0551,0.0573,0.0,0.0,0.0625,0.0664,0.9776,0.6981,0.009000000000000001,0.0,0.1379,0.1667,0.2083,0.0117,0.0513,0.055999999999999994,0.0,0.0,reg oper spec account,block of flats,0.0482,Panel,No,1.0,0.0,1.0,0.0,-464.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
13501,197827,Cash loans,F,N,Y,0,162000.0,391194.0,23931.0,319500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-18556,-4911,-5136.0,-2099,,1,1,0,1,1,0,Security staff,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.6485599552602459,0.6279908192952864,0.4103,0.3646,0.9876,0.83,0.1153,0.44,0.3793,0.3333,0.375,0.2004,0.3329,0.4920000000000001,0.0077,0.0023,0.4181,0.3783,0.9876,0.8367,0.1164,0.4431,0.3793,0.3333,0.375,0.205,0.3636,0.5126,0.0078,0.0025,0.4143,0.3646,0.9876,0.8323,0.11599999999999999,0.44,0.3793,0.3333,0.375,0.2039,0.3386,0.5009,0.0078,0.0024,reg oper account,block of flats,0.4505,Panel,No,0.0,0.0,0.0,0.0,-240.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
5316,138890,Cash loans,F,N,Y,0,157500.0,848745.0,36090.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.020713,-17338,-3886,-9260.0,-872,,1,1,0,1,0,1,Accountants,1.0,3,2,TUESDAY,6,0,0,0,0,0,0,Government,0.5603658652041934,0.5316510982634584,0.4866531565147181,0.0845,0.0719,0.9856,0.8028,0.0127,0.08,0.069,0.375,0.4167,0.0347,0.0689,0.0915,0.0,0.0,0.0861,0.0746,0.9856,0.8105,0.0128,0.0806,0.069,0.375,0.4167,0.0355,0.0753,0.0954,0.0,0.0,0.0854,0.0719,0.9856,0.8054,0.0128,0.08,0.069,0.375,0.4167,0.0353,0.0701,0.0932,0.0,0.0,reg oper spec account,block of flats,0.0789,Panel,No,2.0,0.0,2.0,0.0,-699.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
13286,196404,Cash loans,M,Y,Y,0,90000.0,259794.0,26748.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-19401,-875,-1453.0,-2912,18.0,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,11,0,0,0,0,1,1,Industry: type 3,,0.27370628263730284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-556.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
27878,303465,Cash loans,F,N,N,0,202500.0,149256.0,17842.5,135000.0,Family,State servant,Secondary / secondary special,Civil marriage,Office apartment,0.00496,-16291,-3457,-3729.0,-2847,,1,1,1,1,0,0,Cooking staff,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Military,0.6856041073572511,0.7626564650537309,0.7209441499436497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1137.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
11329,182183,Cash loans,F,Y,N,2,54000.0,781920.0,34573.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-13619,-6580,-1030.0,-5383,14.0,1,1,0,1,1,0,Laborers,4.0,2,2,TUESDAY,12,0,0,0,0,0,0,Government,0.40285655249456576,0.6580641371062531,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1674.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
36649,368179,Cash loans,F,Y,Y,0,180000.0,135000.0,13833.0,135000.0,,Working,Higher education,Married,House / apartment,0.030755,-20894,-4275,-3817.0,-4262,12.0,1,1,1,1,1,0,Sales staff,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,,0.765211880424006,0.6658549219640212,0.0309,0.0399,0.9737,,,0.0,0.069,0.125,,0.018000000000000002,,0.027999999999999997,,0.0064,0.0315,0.0414,0.9737,,,0.0,0.069,0.125,,0.0184,,0.0292,,0.0068,0.0312,0.0399,0.9737,,,0.0,0.069,0.125,,0.0183,,0.0285,,0.0065,,block of flats,0.0319,"Stone, brick",No,2.0,0.0,2.0,0.0,-748.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
35671,361007,Cash loans,F,N,Y,0,135000.0,682560.0,22149.0,540000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-16052,-3326,-9981.0,-4329,,1,1,1,1,1,0,,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Other,0.10752596817954774,0.679973907186279,0.4902575124990026,0.0928,0.048,0.9816,,,0.04,0.0345,0.3333,,,,0.0563,,0.003,0.0945,0.0498,0.9816,,,0.0403,0.0345,0.3333,,,,0.0359,,0.0,0.0937,0.048,0.9816,,,0.04,0.0345,0.3333,,,,0.0647,,0.0,,block of flats,0.0497,Panel,No,0.0,0.0,0.0,0.0,-2236.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
11536,183792,Cash loans,F,N,Y,0,58500.0,71316.0,6097.5,63000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.014464,-17644,-858,-3782.0,-1192,,1,1,1,1,1,0,Core staff,2.0,2,2,SATURDAY,3,0,0,0,0,0,0,Kindergarten,,0.03561371864184943,0.20442262537632874,0.2216,0.1491,0.9826,0.762,0.1328,0.24,0.2069,0.3333,0.375,0.0656,0.1782,0.21,0.0116,0.0137,0.2258,0.1547,0.9826,0.7713,0.134,0.2417,0.2069,0.3333,0.375,0.0671,0.1947,0.2188,0.0117,0.0145,0.2238,0.1491,0.9826,0.7652,0.1336,0.24,0.2069,0.3333,0.375,0.0668,0.1813,0.2138,0.0116,0.0139,reg oper account,block of flats,0.2407,Panel,No,0.0,0.0,0.0,0.0,-1002.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
8858,164717,Cash loans,F,Y,Y,0,180000.0,1132110.0,36648.0,945000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.019689,-14269,-5114,-3903.0,-3903,3.0,1,1,0,1,0,1,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Industry: type 9,0.6274691169302291,0.19116043470468547,0.3842068130556564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-723.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
45401,432324,Cash loans,M,Y,N,0,900000.0,1800000.0,74286.0,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792000000000004,-21343,-3289,-9784.0,-2751,7.0,1,1,1,1,1,0,Managers,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Industry: type 7,0.8557794558959199,0.6953766537178275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1905.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20029,245486,Cash loans,F,N,Y,2,247500.0,1572750.0,48816.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00702,-12947,-518,-2773.0,-4576,,1,1,0,1,0,0,Accountants,4.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Government,0.6934495136266057,0.5866277456386371,0.6380435278721609,0.1247,0.0562,0.9911,0.8912,0.0187,0.15,0.1293,0.3438,0.1525,0.0213,0.0883,0.1204,0.009000000000000001,0.0104,0.0767,0.0,0.9866,0.8236,0.0133,0.1208,0.1034,0.3333,0.0417,0.0105,0.0579,0.0817,0.0,0.0,0.1202,0.0562,0.9906,0.9195,0.0188,0.14,0.1207,0.3333,0.0417,0.0149,0.0616,0.0944,0.0,0.0,reg oper spec account,block of flats,0.1712,Panel,No,3.0,0.0,3.0,0.0,-2573.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
44890,428832,Cash loans,F,N,Y,0,94500.0,853200.0,27652.5,675000.0,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.011657,-16737,-1867,-8483.0,-289,,1,1,0,1,1,1,Medicine staff,2.0,1,1,THURSDAY,15,0,0,0,0,0,0,Medicine,0.4860135224099988,0.6918168481606941,0.1694287272664794,0.0928,0.1186,0.9826,0.762,0.0315,0.0,0.2069,0.1667,0.2083,0.0894,0.0756,0.055999999999999994,,,0.0945,0.1231,0.9826,0.7713,0.0317,0.0,0.2069,0.1667,0.2083,0.0914,0.0826,0.0584,,,0.0937,0.1186,0.9826,0.7652,0.0317,0.0,0.2069,0.1667,0.2083,0.0909,0.077,0.057,,,reg oper account,block of flats,0.1078,Panel,No,15.0,0.0,15.0,0.0,-1828.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
42140,408168,Cash loans,F,N,N,0,112500.0,582804.0,29884.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-16205,-3390,-444.0,-3668,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,4,0,0,0,0,0,0,Self-employed,,0.6874546765082346,0.33928769990891394,0.0928,0.1027,0.9886,0.8436,0.0,0.0,0.2069,0.1667,0.0,0.0591,0.0756,0.099,0.0,0.0,0.0945,0.1066,0.9886,0.8497,0.0,0.0,0.2069,0.1667,0.0,0.0604,0.0826,0.1032,0.0,0.0,0.0937,0.1027,0.9886,0.8457,0.0,0.0,0.2069,0.1667,0.0,0.0601,0.077,0.1008,0.0,0.0,reg oper spec account,block of flats,0.0779,Panel,No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
